,Sentiment_Flag
57448,Neutral_or_Positive
57454,Negative
57468,Neutral_or_Positive
57473,Neutral_or_Positive
57494,Neutral_or_Positive
57501,Neutral_or_Positive
57504,Negative
57506,Negative
57511,Neutral_or_Positive
57530,Negative
57548,Negative
57619,Neutral_or_Positive
57625,Neutral_or_Positive
57667,Negative
57669,Neutral_or_Positive
57686,Negative
57692,Neutral_or_Positive
57698,Neutral_or_Positive
57701,Neutral_or_Positive
57703,Negative
57705,Negative
57715,Negative
57717,Neutral_or_Positive
57731,Neutral_or_Positive
57748,Negative
57751,Neutral_or_Positive
57753,Neutral_or_Positive
57763,Neutral_or_Positive
57801,Neutral_or_Positive
57803,Negative
57816,Neutral_or_Positive
57817,Neutral_or_Positive
57818,Negative
57824,Neutral_or_Positive
57839,Negative
57869,Neutral_or_Positive
57877,Negative
57878,Neutral_or_Positive
57881,Neutral_or_Positive
57884,Negative
57886,Neutral_or_Positive
57895,Negative
57934,Neutral_or_Positive
57944,Neutral_or_Positive
57945,Neutral_or_Positive
57958,Neutral_or_Positive
57964,Negative
57969,Negative
57977,Neutral_or_Positive
57987,Neutral_or_Positive
58010,Neutral_or_Positive
58016,Negative
58023,Negative
58029,Neutral_or_Positive
58032,Neutral_or_Positive
58034,Negative
58047,Negative
58056,Neutral_or_Positive
58063,Neutral_or_Positive
58073,Neutral_or_Positive
58075,Negative
58083,Negative
58099,Negative
58103,Negative
58104,Neutral_or_Positive
58105,Neutral_or_Positive
58106,Negative
58140,Neutral_or_Positive
58164,Negative
58166,Neutral_or_Positive
58168,Negative
58175,Negative
58183,Negative
58185,Negative
58196,Neutral_or_Positive
58202,Neutral_or_Positive
58206,Negative
58207,Negative
58212,Negative
58234,Neutral_or_Positive
58238,Neutral_or_Positive
58240,Negative
58260,Neutral_or_Positive
58272,Neutral_or_Positive
58299,Negative
58306,Negative
58307,Negative
58313,Neutral_or_Positive
58319,Neutral_or_Positive
58322,Negative
58326,Negative
58335,Neutral_or_Positive
58337,Neutral_or_Positive
58339,Neutral_or_Positive
58341,Neutral_or_Positive
58349,Negative
58363,Neutral_or_Positive
58367,Neutral_or_Positive
58370,Neutral_or_Positive
58371,Neutral_or_Positive
58393,Negative
58398,Neutral_or_Positive
58406,Negative
58411,Negative
58428,Negative
58437,Neutral_or_Positive
58438,Negative
58451,Neutral_or_Positive
58454,Neutral_or_Positive
58458,Neutral_or_Positive
58462,Negative
58471,Neutral_or_Positive
58474,Neutral_or_Positive
58482,Neutral_or_Positive
58483,Neutral_or_Positive
58484,Neutral_or_Positive
58485,Negative
58487,Neutral_or_Positive
58495,Neutral_or_Positive
58522,Neutral_or_Positive
58539,Neutral_or_Positive
58550,Negative
58552,Neutral_or_Positive
58568,Negative
58588,Negative
58591,Neutral_or_Positive
58606,Neutral_or_Positive
58631,Negative
58639,Neutral_or_Positive
58643,Neutral_or_Positive
58646,Neutral_or_Positive
58648,Neutral_or_Positive
58655,Negative
58656,Neutral_or_Positive
58668,Neutral_or_Positive
58675,Neutral_or_Positive
58699,Neutral_or_Positive
58701,Neutral_or_Positive
58704,Neutral_or_Positive
58705,Negative
58711,Neutral_or_Positive
58717,Negative
58723,Neutral_or_Positive
58727,Negative
58731,Negative
58732,Negative
58737,Negative
58753,Negative
58759,Neutral_or_Positive
58765,Negative
58766,Neutral_or_Positive
58768,Neutral_or_Positive
58777,Negative
58801,Neutral_or_Positive
58805,Neutral_or_Positive
58815,Negative
58835,Neutral_or_Positive
58853,Neutral_or_Positive
58854,Neutral_or_Positive
58861,Negative
58871,Neutral_or_Positive
58888,Neutral_or_Positive
58894,Neutral_or_Positive
58910,Negative
58919,Neutral_or_Positive
58920,Neutral_or_Positive
58934,Neutral_or_Positive
58942,Negative
59013,Neutral_or_Positive
59015,Neutral_or_Positive
59017,Neutral_or_Positive
59022,Neutral_or_Positive
59026,Negative
59031,Negative
59037,Neutral_or_Positive
59072,Neutral_or_Positive
59080,Neutral_or_Positive
59082,Negative
59086,Negative
59097,Neutral_or_Positive
59098,Neutral_or_Positive
59109,Neutral_or_Positive
59117,Negative
59133,Negative
59134,Neutral_or_Positive
59139,Neutral_or_Positive
59158,Negative
59174,Negative
59175,Neutral_or_Positive
59177,Negative
59235,Neutral_or_Positive
59251,Negative
59254,Neutral_or_Positive
59262,Neutral_or_Positive
59264,Neutral_or_Positive
59268,Neutral_or_Positive
59270,Neutral_or_Positive
59274,Neutral_or_Positive
59276,Negative
59281,Neutral_or_Positive
59284,Negative
59303,Neutral_or_Positive
59313,Neutral_or_Positive
59320,Negative
59325,Neutral_or_Positive
59326,Neutral_or_Positive
59336,Neutral_or_Positive
59339,Neutral_or_Positive
59340,Neutral_or_Positive
59344,Neutral_or_Positive
59347,Neutral_or_Positive
59356,Negative
59357,Negative
59376,Neutral_or_Positive
59389,Neutral_or_Positive
59394,Neutral_or_Positive
59406,Neutral_or_Positive
59410,Neutral_or_Positive
59415,Negative
59435,Negative
59445,Neutral_or_Positive
59447,Negative
59460,Negative
59481,Negative
59499,Neutral_or_Positive
59517,Negative
59519,Neutral_or_Positive
59526,Neutral_or_Positive
59528,Neutral_or_Positive
59534,Neutral_or_Positive
59569,Negative
59574,Neutral_or_Positive
59612,Negative
59635,Negative
59650,Neutral_or_Positive
59656,Neutral_or_Positive
59665,Neutral_or_Positive
59666,Neutral_or_Positive
59668,Neutral_or_Positive
59672,Neutral_or_Positive
59674,Neutral_or_Positive
59677,Neutral_or_Positive
59678,Neutral_or_Positive
59682,Neutral_or_Positive
59687,Neutral_or_Positive
59688,Negative
59690,Neutral_or_Positive
59708,Neutral_or_Positive
59715,Neutral_or_Positive
59717,Neutral_or_Positive
59718,Neutral_or_Positive
59726,Negative
59738,Negative
59745,Neutral_or_Positive
59747,Negative
59755,Neutral_or_Positive
59765,Negative
59769,Negative
59802,Neutral_or_Positive
59806,Negative
59810,Neutral_or_Positive
59811,Neutral_or_Positive
59848,Negative
59851,Neutral_or_Positive
59868,Neutral_or_Positive
59882,Neutral_or_Positive
59898,Negative
59900,Neutral_or_Positive
59903,Negative
59915,Neutral_or_Positive
59920,Neutral_or_Positive
59923,Neutral_or_Positive
59927,Negative
59938,Negative
59940,Neutral_or_Positive
59977,Neutral_or_Positive
59986,Negative
59988,Negative
60018,Neutral_or_Positive
60019,Neutral_or_Positive
60023,Neutral_or_Positive
60032,Neutral_or_Positive
60046,Neutral_or_Positive
60054,Neutral_or_Positive
60056,Negative
60066,Neutral_or_Positive
60073,Neutral_or_Positive
60081,Negative
60083,Neutral_or_Positive
60084,Neutral_or_Positive
60100,Negative
60108,Negative
60109,Neutral_or_Positive
60112,Negative
60133,Neutral_or_Positive
60168,Negative
60184,Neutral_or_Positive
60186,Neutral_or_Positive
60188,Neutral_or_Positive
60210,Negative
60216,Neutral_or_Positive
60225,Negative
60291,Negative
60304,Negative
60306,Neutral_or_Positive
60318,Negative
60343,Negative
60348,Negative
60357,Neutral_or_Positive
60365,Neutral_or_Positive
60366,Neutral_or_Positive
60372,Negative
60381,Neutral_or_Positive
60382,Negative
60385,Negative
60401,Negative
60404,Negative
60408,Neutral_or_Positive
60414,Negative
60433,Negative
60446,Negative
60493,Neutral_or_Positive
60499,Neutral_or_Positive
60506,Negative
60510,Negative
60521,Negative
60532,Negative
60543,Negative
60548,Neutral_or_Positive
60570,Negative
60575,Negative
60579,Neutral_or_Positive
60591,Neutral_or_Positive
60597,Neutral_or_Positive
60599,Neutral_or_Positive
60600,Neutral_or_Positive
60610,Negative
60617,Negative
60627,Neutral_or_Positive
60635,Neutral_or_Positive
60658,Negative
60666,Negative
60681,Neutral_or_Positive
60689,Neutral_or_Positive
60731,Neutral_or_Positive
60739,Negative
60744,Neutral_or_Positive
60752,Neutral_or_Positive
60767,Negative
60777,Negative
60778,Negative
60787,Negative
60813,Neutral_or_Positive
60823,Neutral_or_Positive
60834,Neutral_or_Positive
60839,Negative
60840,Negative
60850,Neutral_or_Positive
60852,Neutral_or_Positive
60865,Neutral_or_Positive
60872,Neutral_or_Positive
60874,Neutral_or_Positive
60875,Negative
60876,Neutral_or_Positive
60896,Negative
60911,Neutral_or_Positive
60933,Neutral_or_Positive
60935,Neutral_or_Positive
60936,Negative
60949,Negative
60962,Neutral_or_Positive
60975,Negative
60984,Negative
60993,Neutral_or_Positive
61020,Neutral_or_Positive
61028,Neutral_or_Positive
61033,Neutral_or_Positive
61036,Negative
61040,Neutral_or_Positive
61043,Negative
61049,Neutral_or_Positive
61050,Neutral_or_Positive
61056,Neutral_or_Positive
61074,Negative
61086,Neutral_or_Positive
61108,Negative
61109,Negative
61114,Neutral_or_Positive
61120,Neutral_or_Positive
61129,Neutral_or_Positive
61145,Neutral_or_Positive
61150,Negative
61155,Negative
61159,Neutral_or_Positive
61168,Negative
61175,Neutral_or_Positive
61189,Neutral_or_Positive
61190,Neutral_or_Positive
61191,Neutral_or_Positive
61210,Negative
61241,Negative
61242,Neutral_or_Positive
61243,Negative
61246,Neutral_or_Positive
61252,Negative
61264,Neutral_or_Positive
61266,Negative
61269,Negative
61291,Neutral_or_Positive
61293,Neutral_or_Positive
61301,Negative
61309,Neutral_or_Positive
61311,Neutral_or_Positive
61314,Neutral_or_Positive
61316,Neutral_or_Positive
61321,Neutral_or_Positive
61325,Negative
61335,Neutral_or_Positive
61336,Neutral_or_Positive
61345,Neutral_or_Positive
61355,Neutral_or_Positive
61359,Negative
61366,Neutral_or_Positive
61367,Neutral_or_Positive
61387,Neutral_or_Positive
61390,Neutral_or_Positive
61410,Negative
61439,Neutral_or_Positive
61440,Negative
61470,Neutral_or_Positive
61476,Negative
61491,Neutral_or_Positive
61501,Neutral_or_Positive
61529,Negative
61561,Neutral_or_Positive
61568,Neutral_or_Positive
61588,Negative
61601,Neutral_or_Positive
61602,Negative
61603,Neutral_or_Positive
61604,Negative
61617,Neutral_or_Positive
61625,Neutral_or_Positive
61644,Negative
61651,Negative
61661,Neutral_or_Positive
61676,Negative
61677,Neutral_or_Positive
61697,Neutral_or_Positive
61727,Neutral_or_Positive
61750,Neutral_or_Positive
61752,Negative
61753,Neutral_or_Positive
61771,Neutral_or_Positive
61785,Negative
61794,Neutral_or_Positive
61796,Neutral_or_Positive
61798,Negative
61805,Negative
61810,Negative
61825,Neutral_or_Positive
61828,Negative
61839,Neutral_or_Positive
61884,Neutral_or_Positive
61885,Negative
61886,Neutral_or_Positive
61888,Negative
61893,Negative
61900,Neutral_or_Positive
61904,Negative
61913,Neutral_or_Positive
61921,Negative
61934,Negative
61961,Neutral_or_Positive
61977,Negative
61986,Neutral_or_Positive
61992,Negative
61993,Neutral_or_Positive
62015,Neutral_or_Positive
62025,Negative
62046,Negative
62079,Neutral_or_Positive
62083,Negative
62106,Neutral_or_Positive
62108,Neutral_or_Positive
62118,Neutral_or_Positive
62119,Negative
62123,Negative
62137,Neutral_or_Positive
62149,Negative
62166,Neutral_or_Positive
62187,Negative
62190,Negative
62191,Negative
62214,Negative
62232,Neutral_or_Positive
62236,Negative
62243,Negative
62279,Neutral_or_Positive
62337,Neutral_or_Positive
62340,Neutral_or_Positive
62342,Neutral_or_Positive
62347,Negative
62358,Negative
62377,Neutral_or_Positive
62390,Neutral_or_Positive
62397,Negative
62426,Neutral_or_Positive
62441,Negative
62443,Neutral_or_Positive
62461,Neutral_or_Positive
62475,Neutral_or_Positive
62486,Negative
62487,Neutral_or_Positive
62489,Neutral_or_Positive
62493,Negative
62499,Neutral_or_Positive
62503,Negative
62510,Negative
62528,Neutral_or_Positive
62551,Neutral_or_Positive
62556,Neutral_or_Positive
62580,Neutral_or_Positive
62599,Neutral_or_Positive
62607,Negative
62617,Negative
62622,Negative
62625,Neutral_or_Positive
62634,Negative
62651,Negative
62670,Negative
62678,Neutral_or_Positive
62679,Neutral_or_Positive
62680,Neutral_or_Positive
62686,Negative
62688,Neutral_or_Positive
62692,Negative
62708,Neutral_or_Positive
62717,Neutral_or_Positive
62723,Neutral_or_Positive
62726,Neutral_or_Positive
62750,Neutral_or_Positive
62752,Negative
62769,Negative
62772,Neutral_or_Positive
62788,Neutral_or_Positive
62791,Negative
62793,Neutral_or_Positive
62808,Neutral_or_Positive
62811,Neutral_or_Positive
62821,Negative
62826,Negative
62846,Negative
62849,Neutral_or_Positive
62850,Negative
62856,Neutral_or_Positive
62864,Neutral_or_Positive
62874,Negative
62899,Negative
62904,Neutral_or_Positive
62906,Negative
62918,Neutral_or_Positive
62922,Neutral_or_Positive
62925,Neutral_or_Positive
62929,Neutral_or_Positive
62932,Negative
62935,Neutral_or_Positive
62939,Neutral_or_Positive
62952,Negative
62968,Neutral_or_Positive
62986,Negative
62988,Neutral_or_Positive
62990,Neutral_or_Positive
62994,Neutral_or_Positive
63014,Neutral_or_Positive
63021,Neutral_or_Positive
63030,Neutral_or_Positive
63035,Neutral_or_Positive
63049,Negative
63053,Neutral_or_Positive
63056,Negative
63067,Neutral_or_Positive
63078,Negative
63106,Neutral_or_Positive
63108,Neutral_or_Positive
63110,Negative
63114,Negative
63117,Negative
63126,Neutral_or_Positive
63151,Neutral_or_Positive
63155,Neutral_or_Positive
63159,Negative
63164,Negative
63173,Negative
63180,Neutral_or_Positive
63189,Negative
63195,Neutral_or_Positive
63210,Negative
63237,Negative
63238,Neutral_or_Positive
63244,Neutral_or_Positive
63253,Neutral_or_Positive
63254,Neutral_or_Positive
63270,Neutral_or_Positive
63275,Negative
63283,Neutral_or_Positive
63295,Neutral_or_Positive
63301,Neutral_or_Positive
63304,Negative
63310,Neutral_or_Positive
63313,Neutral_or_Positive
63318,Negative
63320,Neutral_or_Positive
63321,Neutral_or_Positive
63325,Negative
63331,Neutral_or_Positive
63338,Neutral_or_Positive
63346,Negative
63353,Neutral_or_Positive
63358,Neutral_or_Positive
63362,Neutral_or_Positive
63370,Neutral_or_Positive
63374,Neutral_or_Positive
63395,Neutral_or_Positive
63401,Neutral_or_Positive
63403,Neutral_or_Positive
63448,Negative
63451,Neutral_or_Positive
63463,Neutral_or_Positive
63464,Negative
63490,Negative
63502,Neutral_or_Positive
63503,Neutral_or_Positive
63518,Neutral_or_Positive
63519,Neutral_or_Positive
63540,Negative
63544,Neutral_or_Positive
63572,Negative
63587,Neutral_or_Positive
63596,Neutral_or_Positive
63624,Neutral_or_Positive
63637,Negative
63653,Negative
63659,Neutral_or_Positive
63669,Neutral_or_Positive
63680,Neutral_or_Positive
63686,Neutral_or_Positive
63701,Negative
63708,Negative
63710,Negative
63714,Negative
63724,Negative
63734,Neutral_or_Positive
63748,Neutral_or_Positive
63757,Neutral_or_Positive
63759,Negative
63780,Neutral_or_Positive
63781,Negative
63815,Negative
63820,Negative
63825,Neutral_or_Positive
63830,Neutral_or_Positive
63852,Neutral_or_Positive
63917,Neutral_or_Positive
63924,Neutral_or_Positive
63928,Negative
63933,Neutral_or_Positive
63947,Neutral_or_Positive
63948,Neutral_or_Positive
63975,Neutral_or_Positive
63997,Negative
63999,Neutral_or_Positive
64000,Negative
64007,Neutral_or_Positive
64009,Neutral_or_Positive
64017,Neutral_or_Positive
64018,Negative
64021,Negative
64023,Neutral_or_Positive
64031,Neutral_or_Positive
64048,Negative
64064,Negative
64076,Neutral_or_Positive
64077,Negative
64080,Negative
64100,Negative
64126,Negative
64131,Neutral_or_Positive
64136,Neutral_or_Positive
64139,Negative
64141,Negative
64143,Neutral_or_Positive
64145,Negative
64149,Negative
64169,Neutral_or_Positive
64173,Negative
64177,Negative
64186,Neutral_or_Positive
64187,Neutral_or_Positive
64191,Negative
64196,Negative
64198,Neutral_or_Positive
64201,Negative
64230,Negative
64231,Negative
64246,Negative
64247,Negative
64256,Negative
64314,Negative
64338,Negative
64365,Negative
64372,Neutral_or_Positive
64375,Negative
64385,Neutral_or_Positive
64395,Negative
64408,Neutral_or_Positive
64418,Neutral_or_Positive
64448,Negative
64452,Negative
64458,Neutral_or_Positive
64496,Neutral_or_Positive
64510,Negative
64560,Negative
64562,Neutral_or_Positive
64565,Negative
64590,Neutral_or_Positive
64597,Negative
64600,Neutral_or_Positive
64602,Neutral_or_Positive
64605,Negative
64617,Negative
64649,Neutral_or_Positive
64655,Neutral_or_Positive
64664,Negative
64667,Neutral_or_Positive
64682,Neutral_or_Positive
64691,Neutral_or_Positive
64694,Neutral_or_Positive
64703,Negative
64707,Neutral_or_Positive
64722,Neutral_or_Positive
64726,Neutral_or_Positive
64762,Neutral_or_Positive
64772,Neutral_or_Positive
64780,Negative
64809,Neutral_or_Positive
64824,Neutral_or_Positive
64825,Negative
64840,Negative
64841,Neutral_or_Positive
64859,Negative
64866,Negative
64871,Negative
64873,Neutral_or_Positive
64875,Neutral_or_Positive
64876,Neutral_or_Positive
64881,Negative
64886,Neutral_or_Positive
64892,Neutral_or_Positive
64896,Neutral_or_Positive
64900,Negative
64919,Negative
64926,Negative
64929,Negative
64953,Negative
64963,Neutral_or_Positive
64968,Negative
64973,Negative
64976,Negative
64977,Negative
64989,Negative
65000,Neutral_or_Positive
65010,Neutral_or_Positive
65018,Neutral_or_Positive
65034,Negative
65036,Neutral_or_Positive
65038,Negative
65048,Negative
65064,Negative
65067,Negative
65077,Neutral_or_Positive
65113,Neutral_or_Positive
65140,Negative
65148,Neutral_or_Positive
65160,Negative
65167,Neutral_or_Positive
65178,Negative
65179,Neutral_or_Positive
65181,Neutral_or_Positive
65187,Negative
65241,Neutral_or_Positive
65266,Negative
65268,Neutral_or_Positive
65276,Neutral_or_Positive
65281,Neutral_or_Positive
65290,Neutral_or_Positive
65291,Neutral_or_Positive
65304,Neutral_or_Positive
65324,Neutral_or_Positive
65330,Neutral_or_Positive
65332,Neutral_or_Positive
65336,Neutral_or_Positive
65349,Negative
65350,Negative
65369,Negative
65373,Neutral_or_Positive
65379,Neutral_or_Positive
65398,Neutral_or_Positive
65416,Neutral_or_Positive
65424,Negative
65435,Neutral_or_Positive
65437,Neutral_or_Positive
65457,Negative
65458,Negative
65460,Negative
65471,Negative
65480,Neutral_or_Positive
65485,Negative
65489,Neutral_or_Positive
65500,Neutral_or_Positive
65525,Negative
65537,Negative
65550,Negative
65551,Negative
65571,Negative
65576,Negative
65578,Neutral_or_Positive
65579,Neutral_or_Positive
65596,Negative
65605,Neutral_or_Positive
65613,Negative
65616,Negative
65629,Negative
65631,Negative
65633,Neutral_or_Positive
65658,Negative
65668,Neutral_or_Positive
65678,Negative
65679,Negative
65689,Negative
65691,Negative
65692,Neutral_or_Positive
65695,Negative
65698,Neutral_or_Positive
